transaction_id,date,time,payment_app,transaction_type,category,amount_inr,sender_bank,receiver_bank,device_type,network_type,city,status,failure_reason,retry_attempted,response_time_ms
UPI2025003281,2025-09-21,13:55:26,PhonePe,P2M,Peer Transfer,39925.85,IndusInd Bank,Punjab National Bank,Android,WiFi,Pune,SUCCESS,N/A,N/A,1862
UPI2025003282,2025-06-08,16:21:36,Amazon Pay,P2M,Food Delivery,1514.27,Bank of Baroda,HDFC Bank,iOS,4G,Jalandhar,SUCCESS,N/A,N/A,1064
UPI2025003283,2025-06-11,23:11:08,Google Pay,P2P,Peer Transfer,41894.7,Bank of Baroda,HDFC Bank,Android,5G,Mumbai,SUCCESS,N/A,N/A,2125
UPI2025003284,2025-02-01,21:41:45,PhonePe,P2M,Fuel,2006.73,IndusInd Bank,Canara Bank,Android,WiFi,Jaipur,SUCCESS,N/A,N/A,699
UPI2025003285,2025-08-03,11:30:36,Paytm,P2M,Travel,4862.3,Union Bank of India,Yes Bank,Android,4G,Patiala,SUCCESS,N/A,N/A,1267
UPI2025003286,2025-01-23,12:31:40,Google Pay,P2P,Peer Transfer,378.29,IDBI Bank,Axis Bank,iOS,3G,Amritsar,SUCCESS,N/A,N/A,3049
UPI2025003287,2025-11-13,15:05:27,Google Pay,P2M,Recharge/Bill Payment,153.25,Axis Bank,SBI,Android,4G,Ludhiana,FAILED,Bank Server Down,No,6826
UPI2025003288,2025-10-20,16:36:52,PhonePe,P2P,Peer Transfer,266.36,Kotak Mahindra Bank,Axis Bank,Android,4G,Gurugram,SUCCESS,N/A,N/A,1777
UPI2025003289,2025-05-15,10:24:00,PhonePe,P2P,Peer Transfer,262.71,ICICI Bank,ICICI Bank,Android,4G,Noida,FAILED,Invalid VPA / Beneficiary Not Found,Yes,1473
UPI2025003290,2025-05-26,12:46:18,Google Pay,P2P,Peer Transfer,201.96,IndusInd Bank,Union Bank of India,Android,WiFi,Ludhiana,SUCCESS,N/A,N/A,625
UPI2025003291,2025-10-03,03:54:47,Google Pay,P2P,Peer Transfer,315.71,Axis Bank,SBI,Android,WiFi,Amritsar,SUCCESS,N/A,N/A,3008
UPI2025003292,2025-04-29,19:24:13,Paytm,P2M,E-commerce,4474.29,Bank of Baroda,ICICI Bank,Android,WiFi,Mumbai,FAILED,Beneficiary Bank Server Down,No,4038
UPI2025003293,2025-01-05,22:53:34,Google Pay,P2M,Peer Transfer,4179.12,Kotak Mahindra Bank,Yes Bank,Android,5G,Patiala,SUCCESS,N/A,N/A,3202
UPI2025003294,2025-09-14,06:21:12,Amazon Pay,P2M,Food Delivery,40.41,Yes Bank,HDFC Bank,Android,4G,Mumbai,SUCCESS,N/A,N/A,200
UPI2025003295,2025-11-05,16:51:13,Paytm,P2P,Peer Transfer,93.01,Kotak Mahindra Bank,Kotak Mahindra Bank,Android,5G,Ahmedabad,SUCCESS,N/A,N/A,3380
UPI2025003296,2025-07-16,06:15:10,PhonePe,P2P,Peer Transfer,2776.67,Bank of Baroda,IndusInd Bank,Android,4G,Noida,SUCCESS,N/A,N/A,3191
UPI2025003297,2025-10-06,09:42:38,Google Pay,P2P,Peer Transfer,254.33,SBI,Axis Bank,Android,5G,Jalandhar,SUCCESS,N/A,N/A,1481
UPI2025003298,2025-02-11,17:09:45,Google Pay,P2M,Entertainment,257.03,Bank of Baroda,ICICI Bank,iOS,4G,Chennai,SUCCESS,N/A,N/A,1876
UPI2025003299,2025-08-15,16:03:52,BHIM,P2P,Peer Transfer,1713.73,IDBI Bank,Axis Bank,Android,5G,Delhi,SUCCESS,N/A,N/A,2616
UPI2025003300,2025-01-27,08:54:49,PhonePe,P2M,Peer Transfer,1655.14,ICICI Bank,Punjab National Bank,Android,5G,Mumbai,SUCCESS,N/A,N/A,2781
UPI2025003301,2025-03-04,19:38:32,Google Pay,P2M,Rent,225.49,Union Bank of India,ICICI Bank,Android,4G,Chennai,SUCCESS,N/A,N/A,2444
UPI2025003302,2025-06-10,10:05:15,PhonePe,P2M,Entertainment,331.36,HDFC Bank,Kotak Mahindra Bank,Android,4G,Gurugram,SUCCESS,N/A,N/A,2620
UPI2025003303,2025-03-06,22:45:51,Paytm,P2M,Utility Bill,1525.15,HDFC Bank,IndusInd Bank,Android,WiFi,Ludhiana,SUCCESS,N/A,N/A,474
UPI2025003304,2025-02-20,15:35:54,Google Pay,P2M,Rent,40772.79,Punjab National Bank,Axis Bank,Android,5G,Kolkata,SUCCESS,N/A,N/A,2116
UPI2025003305,2025-11-20,19:26:55,PhonePe,P2M,Education Fee,366.28,IDBI Bank,Axis Bank,iOS,4G,Kolkata,FAILED,Invalid VPA / Beneficiary Not Found,No,3254
UPI2025003306,2025-01-14,17:37:54,Google Pay,P2P,Peer Transfer,3567.64,Bank of Baroda,IndusInd Bank,Android,4G,Jalandhar,FAILED,Incorrect UPI PIN,No,2397
UPI2025003307,2025-10-15,18:23:59,Paytm,P2M,Food Delivery,185.99,Axis Bank,Kotak Mahindra Bank,Android,4G,Chandigarh,SUCCESS,N/A,N/A,2651
UPI2025003308,2025-01-12,13:06:35,Paytm,P2P,Peer Transfer,2754.49,Yes Bank,Axis Bank,Android,5G,Delhi,SUCCESS,N/A,N/A,2538
UPI2025003309,2025-06-20,08:42:08,Google Pay,P2M,Education Fee,315.02,Axis Bank,Yes Bank,iOS,4G,Mumbai,FAILED,Invalid VPA / Beneficiary Not Found,No,5624
UPI2025003310,2025-06-15,12:30:27,CRED,P2M,E-commerce,23360.64,Canara Bank,ICICI Bank,Android,4G,Hyderabad,SUCCESS,N/A,N/A,2151
UPI2025003311,2025-12-14,12:26:30,Google Pay,P2M,Rent,12248.34,Yes Bank,HDFC Bank,Android,4G,Kolkata,SUCCESS,N/A,N/A,2719
UPI2025003312,2025-04-22,19:54:12,PhonePe,P2P,Peer Transfer,3935.38,Canara Bank,Canara Bank,Android,WiFi,Jalandhar,SUCCESS,N/A,N/A,2540
UPI2025003313,2025-01-30,12:46:38,Google Pay,P2P,Peer Transfer,153.04,IDBI Bank,Bank of Baroda,Android,5G,Bhopal,SUCCESS,N/A,N/A,1141
UPI2025003314,2025-04-04,18:03:48,PhonePe,P2P,Peer Transfer,8445.59,Union Bank of India,Kotak Mahindra Bank,Android,4G,Jalandhar,SUCCESS,N/A,N/A,681
UPI2025003315,2025-02-23,22:51:11,PhonePe,P2P,Peer Transfer,2285.34,Kotak Mahindra Bank,ICICI Bank,iOS,WiFi,Delhi,SUCCESS,N/A,N/A,1617
UPI2025003316,2025-08-07,11:03:19,Google Pay,P2P,Peer Transfer,82.35,HDFC Bank,Punjab National Bank,iOS,5G,Chennai,SUCCESS,N/A,N/A,1750
UPI2025003317,2025-01-06,04:04:58,PhonePe,P2P,Peer Transfer,462.54,SBI,SBI,Android,WiFi,Hyderabad,SUCCESS,N/A,N/A,1766
UPI2025003318,2025-12-23,18:14:40,Google Pay,P2P,Peer Transfer,24748.15,Canara Bank,Punjab National Bank,Android,5G,Delhi,SUCCESS,N/A,N/A,1043
UPI2025003319,2025-04-18,07:06:36,PhonePe,P2P,Peer Transfer,272.02,IndusInd Bank,Kotak Mahindra Bank,Android,4G,Jalandhar,SUCCESS,N/A,N/A,1476
UPI2025003320,2025-05-16,11:59:42,PhonePe,P2M,Recharge/Bill Payment,78.42,Punjab National Bank,Yes Bank,Android,4G,Mumbai,SUCCESS,N/A,N/A,1577
UPI2025003321,2025-08-15,17:12:48,PhonePe,P2P,Peer Transfer,491.42,Punjab National Bank,IDBI Bank,Android,5G,Ahmedabad,FAILED,Insufficient Balance,No,5100
UPI2025003322,2025-08-30,16:52:37,Google Pay,P2M,Recharge/Bill Payment,473.85,Yes Bank,Axis Bank,Android,5G,Chennai,SUCCESS,N/A,N/A,200
UPI2025003323,2025-07-01,12:27:02,CRED,P2M,Education Fee,81.41,Kotak Mahindra Bank,ICICI Bank,Android,4G,Mumbai,SUCCESS,N/A,N/A,3876
UPI2025003324,2025-10-31,21:19:01,Paytm,P2M,Entertainment,216.71,IndusInd Bank,IndusInd Bank,Android,5G,Ahmedabad,SUCCESS,N/A,N/A,1130
UPI2025003325,2025-09-29,17:01:33,Google Pay,P2P,Peer Transfer,391.5,Axis Bank,Kotak Mahindra Bank,Android,5G,Jalandhar,SUCCESS,N/A,N/A,2536
UPI2025003326,2025-12-05,17:28:45,Google Pay,P2P,Peer Transfer,1154.4,Kotak Mahindra Bank,Kotak Mahindra Bank,Android,4G,Bengaluru,SUCCESS,N/A,N/A,1535
UPI2025003327,2025-04-30,15:35:20,Google Pay,P2P,Peer Transfer,353.02,Axis Bank,HDFC Bank,Android,4G,Kolkata,SUCCESS,N/A,N/A,3134
UPI2025003328,2025-06-24,12:28:31,Google Pay,P2M,Utility Bill,426.75,ICICI Bank,IDBI Bank,Android,5G,Delhi,SUCCESS,N/A,N/A,200
UPI2025003329,2025-01-23,21:33:28,Google Pay,P2P,Peer Transfer,461.73,Canara Bank,Punjab National Bank,Android,WiFi,Amritsar,SUCCESS,N/A,N/A,3997
UPI2025003330,2025-11-21,01:26:00,PhonePe,P2P,Peer Transfer,244.93,Canara Bank,Union Bank of India,Android,5G,Hyderabad,SUCCESS,N/A,N/A,1378
UPI2025003331,2025-07-03,17:11:24,PhonePe,P2P,Peer Transfer,845.33,Canara Bank,HDFC Bank,Android,5G,Patiala,SUCCESS,N/A,N/A,3549
UPI2025003332,2025-04-11,17:06:44,Paytm,P2P,Peer Transfer,94.65,Bank of Baroda,Axis Bank,Android,4G,Ahmedabad,SUCCESS,N/A,N/A,1849
UPI2025003333,2025-04-26,17:52:33,PhonePe,P2M,Utility Bill,35138.56,Bank of Baroda,ICICI Bank,iOS,5G,Delhi,SUCCESS,N/A,N/A,2058
UPI2025003334,2025-11-14,14:06:48,Amazon Pay,P2M,Entertainment,466.98,HDFC Bank,Bank of Baroda,iOS,WiFi,Bhopal,SUCCESS,N/A,N/A,3307
UPI2025003335,2025-01-29,11:27:18,Paytm,P2M,Grocery,210.89,Canara Bank,SBI,Android,WiFi,Bhopal,FAILED,Transaction Timeout,Yes,5497
UPI2025003336,2025-10-13,09:04:55,PhonePe,P2P,Peer Transfer,443.12,Punjab National Bank,Kotak Mahindra Bank,Android,WiFi,Kolkata,SUCCESS,N/A,N/A,2047
UPI2025003337,2025-06-16,05:58:40,Google Pay,P2P,Peer Transfer,4578.2,IDBI Bank,Bank of Baroda,Android,WiFi,Bhopal,SUCCESS,N/A,N/A,1666
UPI2025003338,2025-04-05,11:56:23,Google Pay,P2P,Peer Transfer,30293.52,Bank of Baroda,Canara Bank,Android,WiFi,Kolkata,SUCCESS,N/A,N/A,2232
UPI2025003339,2025-11-28,15:40:08,PhonePe,P2P,Peer Transfer,233.3,Union Bank of India,Union Bank of India,Android,WiFi,Hyderabad,SUCCESS,N/A,N/A,1932
UPI2025003340,2025-10-14,20:09:29,Google Pay,P2P,Peer Transfer,985.21,HDFC Bank,Yes Bank,Android,WiFi,Gurugram,SUCCESS,N/A,N/A,2823
UPI2025003341,2025-05-27,15:29:47,Google Pay,P2M,E-commerce,461.43,Kotak Mahindra Bank,IDBI Bank,Android,4G,Bhopal,SUCCESS,N/A,N/A,1901
UPI2025003342,2025-04-19,13:48:28,Paytm,P2P,Peer Transfer,324.07,IDBI Bank,ICICI Bank,Android,3G,Jalandhar,SUCCESS,N/A,N/A,1842
UPI2025003343,2025-11-06,16:11:46,PhonePe,P2M,Rent,3209.22,Punjab National Bank,HDFC Bank,iOS,WiFi,Pune,FAILED,Invalid VPA / Beneficiary Not Found,Yes,5833
UPI2025003344,2025-12-31,18:54:25,Google Pay,P2M,Rent,464.32,Axis Bank,Yes Bank,Android,5G,Hyderabad,SUCCESS,N/A,N/A,2406
UPI2025003345,2025-04-19,06:34:39,Google Pay,P2M,E-commerce,234.97,Union Bank of India,Union Bank of India,Android,WiFi,Delhi,SUCCESS,N/A,N/A,1916
UPI2025003346,2025-05-15,12:01:12,Amazon Pay,P2P,Peer Transfer,2160.04,ICICI Bank,Union Bank of India,Android,4G,Ahmedabad,SUCCESS,N/A,N/A,1581
UPI2025003347,2025-01-04,11:28:37,BHIM,P2P,Peer Transfer,167.3,Union Bank of India,Kotak Mahindra Bank,Android,WiFi,Gurugram,SUCCESS,N/A,N/A,3044
UPI2025003348,2025-06-19,17:05:12,Google Pay,P2P,Peer Transfer,142.9,IDBI Bank,Bank of Baroda,Android,WiFi,Patiala,SUCCESS,N/A,N/A,590
UPI2025003349,2025-05-02,12:40:13,Google Pay,P2M,Education Fee,393.4,Kotak Mahindra Bank,SBI,iOS,WiFi,Amritsar,FAILED,Transaction Timeout,No,5428
UPI2025003350,2025-07-31,13:33:38,Paytm,P2P,Peer Transfer,170.36,Yes Bank,Punjab National Bank,iOS,5G,Jaipur,FAILED,Bank Server Down,Yes,5635
UPI2025003351,2025-11-27,15:24:02,Google Pay,P2P,Peer Transfer,19.18,ICICI Bank,IDBI Bank,iOS,5G,Ludhiana,SUCCESS,N/A,N/A,461
UPI2025003352,2025-03-22,17:25:19,PhonePe,P2M,Utility Bill,32.21,Union Bank of India,Punjab National Bank,Android,5G,Mumbai,SUCCESS,N/A,N/A,200
UPI2025003353,2025-04-04,10:41:45,Google Pay,P2P,Peer Transfer,360.43,Yes Bank,SBI,Android,5G,Bengaluru,SUCCESS,N/A,N/A,1883
UPI2025003354,2025-04-02,18:27:11,CRED,P2P,Peer Transfer,475.06,ICICI Bank,Union Bank of India,iOS,4G,Ahmedabad,SUCCESS,N/A,N/A,1440
UPI2025003355,2025-07-27,16:29:39,Amazon Pay,P2P,Peer Transfer,3000.36,Kotak Mahindra Bank,ICICI Bank,Android,4G,Bengaluru,SUCCESS,N/A,N/A,1780
UPI2025003356,2025-07-18,11:27:05,Google Pay,P2M,Rent,236.31,IDBI Bank,Kotak Mahindra Bank,Android,4G,Jaipur,SUCCESS,N/A,N/A,3314
UPI2025003357,2025-04-26,13:01:40,Google Pay,P2M,E-commerce,1283.29,Punjab National Bank,IndusInd Bank,Android,5G,Bengaluru,SUCCESS,N/A,N/A,1964
UPI2025003358,2025-10-07,12:52:08,Amazon Pay,P2M,Travel,971.62,Punjab National Bank,HDFC Bank,Android,5G,Bhopal,SUCCESS,N/A,N/A,200
UPI2025003359,2025-07-02,20:14:54,BHIM,P2P,Peer Transfer,20641.1,HDFC Bank,Kotak Mahindra Bank,iOS,WiFi,Hyderabad,FAILED,Incorrect UPI PIN,Yes,2425
UPI2025003360,2025-03-17,12:47:16,BHIM,P2P,Peer Transfer,4258.07,SBI,Canara Bank,Android,WiFi,Chennai,SUCCESS,N/A,N/A,1093
UPI2025003361,2025-08-28,14:01:10,Google Pay,P2M,Utility Bill,8648.37,Yes Bank,SBI,iOS,4G,Patiala,SUCCESS,N/A,N/A,200
UPI2025003362,2025-02-06,10:21:14,WhatsApp Pay,P2M,Entertainment,486.92,Yes Bank,Axis Bank,Android,4G,Kolkata,SUCCESS,N/A,N/A,1329
UPI2025003363,2025-10-13,19:10:36,Amazon Pay,P2P,Peer Transfer,258.02,Union Bank of India,IDBI Bank,Android,5G,Amritsar,FAILED,Network Connectivity Issue,Yes,3240
UPI2025003364,2025-09-18,20:04:22,Paytm,P2P,Peer Transfer,289.42,ICICI Bank,SBI,iOS,5G,Chandigarh,FAILED,Bank Server Down,Yes,5195
UPI2025003365,2025-01-02,07:52:10,PhonePe,P2P,Peer Transfer,1763.38,Kotak Mahindra Bank,ICICI Bank,Android,4G,Delhi,SUCCESS,N/A,N/A,1199
UPI2025003366,2025-03-30,23:08:17,Paytm,P2P,Peer Transfer,4861.02,IndusInd Bank,HDFC Bank,Android,4G,Pune,SUCCESS,N/A,N/A,2124
UPI2025003367,2025-09-25,18:23:02,Paytm,P2P,Peer Transfer,354.25,ICICI Bank,Canara Bank,Android,4G,Pune,SUCCESS,N/A,N/A,1571
UPI2025003368,2025-07-16,22:18:03,Paytm,P2P,Peer Transfer,3202.69,Yes Bank,Axis Bank,Android,4G,Hyderabad,FAILED,Invalid VPA / Beneficiary Not Found,No,5973
UPI2025003369,2025-10-14,14:12:14,CRED,P2M,Food Delivery,324.46,Union Bank of India,Kotak Mahindra Bank,Android,4G,Pune,SUCCESS,N/A,N/A,2983
UPI2025003370,2025-08-18,17:32:20,BHIM,P2M,Fuel,214.5,Bank of Baroda,SBI,iOS,5G,Noida,SUCCESS,N/A,N/A,1287
UPI2025003371,2025-05-10,16:53:20,Google Pay,P2P,Peer Transfer,953.62,ICICI Bank,Axis Bank,Android,4G,Delhi,SUCCESS,N/A,N/A,1899
UPI2025003372,2025-04-23,10:36:44,Google Pay,P2P,Peer Transfer,151.63,HDFC Bank,IDBI Bank,Android,WiFi,Ludhiana,FAILED,Invalid VPA / Beneficiary Not Found,Yes,6715
UPI2025003373,2025-07-25,17:32:44,Google Pay,P2P,Peer Transfer,129.03,Union Bank of India,Kotak Mahindra Bank,iOS,WiFi,Noida,SUCCESS,N/A,N/A,2174
UPI2025003374,2025-04-19,16:25:24,WhatsApp Pay,P2P,Peer Transfer,373.47,Canara Bank,ICICI Bank,Android,4G,Ahmedabad,SUCCESS,N/A,N/A,1452
UPI2025003375,2025-11-05,13:06:09,Google Pay,P2P,Peer Transfer,275.3,HDFC Bank,Union Bank of India,Android,5G,Gurugram,SUCCESS,N/A,N/A,1723
UPI2025003376,2025-05-19,19:08:50,PhonePe,P2P,Peer Transfer,332.47,IndusInd Bank,Yes Bank,Android,5G,Lucknow,FAILED,Insufficient Balance,Yes,1835
UPI2025003377,2025-10-28,17:30:28,PhonePe,P2P,Peer Transfer,173.46,IDBI Bank,Kotak Mahindra Bank,Android,5G,Delhi,FAILED,Invalid VPA / Beneficiary Not Found,Yes,6346
UPI2025003378,2025-06-05,13:04:29,Google Pay,P2M,E-commerce,183.77,Punjab National Bank,Yes Bank,Android,5G,Hyderabad,FAILED,Network Connectivity Issue,No,5401
UPI2025003379,2025-03-31,18:14:00,Google Pay,P2P,Peer Transfer,72.04,IndusInd Bank,Bank of Baroda,Android,5G,Jaipur,FAILED,Daily Transaction Limit Exceeded,No,843
UPI2025003380,2025-03-15,09:51:35,BHIM,P2M,Grocery,1986.29,Axis Bank,Punjab National Bank,Android,4G,Noida,SUCCESS,N/A,N/A,3255
UPI2025003381,2025-04-29,13:21:17,Paytm,P2M,Entertainment,1234.95,Axis Bank,Yes Bank,iOS,4G,Delhi,SUCCESS,N/A,N/A,2778
UPI2025003382,2025-06-11,13:04:38,Google Pay,P2M,Entertainment,1901.19,Kotak Mahindra Bank,Bank of Baroda,Android,4G,Delhi,SUCCESS,N/A,N/A,255
UPI2025003383,2025-10-28,17:01:21,PhonePe,P2M,Rent,4172.57,Kotak Mahindra Bank,Union Bank of India,Android,WiFi,Gurugram,SUCCESS,N/A,N/A,1023
UPI2025003384,2025-01-08,11:07:45,Paytm,P2M,Fuel,486.23,Bank of Baroda,Kotak Mahindra Bank,iOS,4G,Amritsar,SUCCESS,N/A,N/A,1271
UPI2025003385,2025-12-15,17:42:50,PhonePe,P2M,Utility Bill,183.69,Yes Bank,Canara Bank,Android,WiFi,Bengaluru,SUCCESS,N/A,N/A,1517
UPI2025003386,2025-07-16,13:14:26,Google Pay,P2P,Peer Transfer,1781.56,HDFC Bank,HDFC Bank,Android,4G,Bhopal,SUCCESS,N/A,N/A,1758
UPI2025003387,2025-06-12,13:58:07,WhatsApp Pay,P2M,Rent,128.77,Kotak Mahindra Bank,Bank of Baroda,Android,WiFi,Bhopal,SUCCESS,N/A,N/A,3155
UPI2025003388,2025-11-23,18:53:07,Google Pay,P2M,Education Fee,612.66,Canara Bank,Union Bank of India,Android,WiFi,Amritsar,SUCCESS,N/A,N/A,1146
UPI2025003389,2025-09-19,16:39:56,PhonePe,P2P,Peer Transfer,48716.47,Yes Bank,Union Bank of India,Android,4G,Bhopal,SUCCESS,N/A,N/A,1016
UPI2025003390,2025-12-07,12:29:45,Google Pay,P2P,Peer Transfer,2563.83,IDBI Bank,Punjab National Bank,iOS,4G,Gurugram,SUCCESS,N/A,N/A,1129
UPI2025003391,2025-08-08,12:31:01,PhonePe,P2M,Fuel,149.37,HDFC Bank,Kotak Mahindra Bank,Android,5G,Bengaluru,SUCCESS,N/A,N/A,1699
UPI2025003392,2025-04-29,00:03:47,Paytm,P2P,Peer Transfer,1053.9,SBI,Canara Bank,Android,4G,Bengaluru,FAILED,Bank Server Down,No,4079
UPI2025003393,2025-01-16,13:38:31,Google Pay,P2M,Recharge/Bill Payment,425.88,Kotak Mahindra Bank,Union Bank of India,Android,5G,Kolkata,SUCCESS,N/A,N/A,1153
UPI2025003394,2025-04-29,08:59:13,Paytm,P2M,Peer Transfer,66.19,Punjab National Bank,IndusInd Bank,iOS,5G,Lucknow,FAILED,NPCI Server Error,No,8164
UPI2025003395,2025-07-06,17:51:26,PhonePe,P2P,Peer Transfer,185.58,Bank of Baroda,Punjab National Bank,iOS,5G,Chennai,SUCCESS,N/A,N/A,1785
UPI2025003396,2025-09-30,22:42:46,Google Pay,P2M,Grocery,220.04,Yes Bank,Canara Bank,iOS,4G,Chandigarh,SUCCESS,N/A,N/A,1556
UPI2025003397,2025-10-05,16:50:27,Paytm,P2P,Peer Transfer,396.22,Canara Bank,Canara Bank,Android,5G,Ludhiana,SUCCESS,N/A,N/A,1729
UPI2025003398,2025-02-11,14:59:14,Paytm,P2M,Recharge/Bill Payment,495.29,Punjab National Bank,SBI,Android,WiFi,Delhi,FAILED,Insufficient Balance,No,4961
UPI2025003399,2025-06-08,17:54:31,PhonePe,P2M,Grocery,38588.85,ICICI Bank,Canara Bank,Android,3G,Chennai,SUCCESS,N/A,N/A,1136
UPI2025003400,2025-10-02,18:29:06,PhonePe,P2M,Grocery,4984.53,Axis Bank,IDBI Bank,Android,WiFi,Ahmedabad,FAILED,Daily Transaction Limit Exceeded,Yes,9055
UPI2025003401,2025-10-07,16:01:44,Google Pay,P2M,Entertainment,209.3,Union Bank of India,Union Bank of India,iOS,4G,Jaipur,FAILED,NPCI Server Error,No,2924
UPI2025003402,2025-06-20,03:47:22,Google Pay,P2M,E-commerce,398.19,HDFC Bank,Kotak Mahindra Bank,Android,4G,Ahmedabad,SUCCESS,N/A,N/A,1377
UPI2025003403,2025-04-16,20:08:21,PhonePe,P2M,Education Fee,7016.73,Punjab National Bank,Kotak Mahindra Bank,Android,5G,Jalandhar,SUCCESS,N/A,N/A,2289
UPI2025003404,2025-01-09,12:58:06,PhonePe,P2P,Peer Transfer,126.36,IDBI Bank,Bank of Baroda,Android,4G,Mumbai,SUCCESS,N/A,N/A,3241
UPI2025003405,2025-01-12,17:55:30,Google Pay,P2M,Utility Bill,4133.8,ICICI Bank,ICICI Bank,Android,WiFi,Patiala,SUCCESS,N/A,N/A,1932
UPI2025003406,2025-06-19,12:20:18,Paytm,P2M,Recharge/Bill Payment,2868.86,Bank of Baroda,Axis Bank,Android,5G,Bengaluru,SUCCESS,N/A,N/A,573
UPI2025003407,2025-06-09,22:17:14,PhonePe,P2M,Education Fee,3624.25,IDBI Bank,ICICI Bank,Android,WiFi,Chennai,SUCCESS,N/A,N/A,2198
UPI2025003408,2025-01-05,12:56:04,Google Pay,P2M,Entertainment,61.4,Union Bank of India,SBI,Android,4G,Jaipur,SUCCESS,N/A,N/A,1021
UPI2025003409,2025-06-22,19:48:59,Amazon Pay,P2P,Peer Transfer,37.93,Union Bank of India,Kotak Mahindra Bank,Android,4G,Patiala,FAILED,Insufficient Balance,Yes,6027
UPI2025003410,2025-10-13,12:23:31,Google Pay,P2M,Grocery,203.47,ICICI Bank,IndusInd Bank,Android,5G,Hyderabad,SUCCESS,N/A,N/A,1759
UPI2025003411,2025-02-19,18:21:59,Paytm,P2P,Peer Transfer,32441.52,IndusInd Bank,IDBI Bank,Android,4G,Kolkata,SUCCESS,N/A,N/A,1636
UPI2025003412,2025-08-20,08:25:15,Google Pay,P2P,Peer Transfer,4139.34,SBI,SBI,Android,5G,Mumbai,SUCCESS,N/A,N/A,1577
UPI2025003413,2025-07-07,19:37:55,Paytm,P2P,Peer Transfer,4734.3,IDBI Bank,Bank of Baroda,Android,5G,Gurugram,SUCCESS,N/A,N/A,2921
UPI2025003414,2025-05-10,09:53:11,PhonePe,P2M,Fuel,720.1,Axis Bank,Punjab National Bank,Android,4G,Ludhiana,SUCCESS,N/A,N/A,1274
UPI2025003415,2025-08-31,23:27:44,Google Pay,P2P,Peer Transfer,379.91,Axis Bank,Punjab National Bank,Android,4G,Jaipur,FAILED,Insufficient Balance,No,5376
UPI2025003416,2025-12-22,13:21:15,Google Pay,P2M,Fuel,2597.86,ICICI Bank,ICICI Bank,iOS,WiFi,Delhi,SUCCESS,N/A,N/A,2268
UPI2025003417,2025-07-18,07:00:06,Google Pay,P2P,Peer Transfer,325.77,IDBI Bank,HDFC Bank,Android,4G,Bhopal,SUCCESS,N/A,N/A,370
UPI2025003418,2025-01-17,18:35:38,Amazon Pay,P2P,Peer Transfer,209.44,Yes Bank,Punjab National Bank,Android,WiFi,Bhopal,SUCCESS,N/A,N/A,1018
UPI2025003419,2025-12-23,19:46:52,Paytm,P2M,Education Fee,382.87,HDFC Bank,ICICI Bank,Android,WiFi,Pune,FAILED,Insufficient Balance,No,5122
UPI2025003420,2025-05-06,14:51:37,PhonePe,P2M,Education Fee,8447.13,SBI,Bank of Baroda,Android,4G,Ludhiana,FAILED,Incorrect UPI PIN,No,5439
UPI2025003421,2025-05-13,23:35:53,Paytm,P2M,Medical/Pharmacy,130.4,IDBI Bank,IDBI Bank,Android,WiFi,Pune,SUCCESS,N/A,N/A,3078
UPI2025003422,2025-09-07,14:52:42,PhonePe,P2P,Peer Transfer,422.79,IndusInd Bank,IndusInd Bank,Android,4G,Pune,SUCCESS,N/A,N/A,1968
UPI2025003423,2025-02-07,13:26:36,Google Pay,P2M,Food Delivery,3385.47,SBI,ICICI Bank,Android,WiFi,Ahmedabad,SUCCESS,N/A,N/A,540
UPI2025003424,2025-06-23,19:49:16,Google Pay,P2M,Rent,1323.49,HDFC Bank,ICICI Bank,Android,5G,Jalandhar,SUCCESS,N/A,N/A,1963
UPI2025003425,2025-03-03,05:52:51,Google Pay,P2M,Fuel,236.34,Union Bank of India,Union Bank of India,Android,5G,Kolkata,SUCCESS,N/A,N/A,1666
UPI2025003426,2025-11-26,09:00:55,PhonePe,P2P,Peer Transfer,232.33,SBI,Axis Bank,Android,4G,Patiala,SUCCESS,N/A,N/A,3338
UPI2025003427,2025-09-24,12:45:57,Amazon Pay,P2P,Peer Transfer,155.13,Kotak Mahindra Bank,Kotak Mahindra Bank,iOS,WiFi,Bengaluru,FAILED,Incorrect UPI PIN,No,6032
UPI2025003428,2025-05-15,19:19:15,Amazon Pay,P2M,Fuel,3765.61,IndusInd Bank,Yes Bank,Android,4G,Lucknow,FAILED,Bank Server Down,No,7365
UPI2025003429,2025-10-02,21:56:20,Google Pay,P2M,Grocery,2310.88,ICICI Bank,ICICI Bank,Android,4G,Hyderabad,SUCCESS,N/A,N/A,1466
UPI2025003430,2025-08-03,20:24:16,Google Pay,P2P,Peer Transfer,177.62,ICICI Bank,Kotak Mahindra Bank,Android,WiFi,Lucknow,SUCCESS,N/A,N/A,2351
UPI2025003431,2025-12-29,18:31:16,PhonePe,P2P,Peer Transfer,4958.43,Kotak Mahindra Bank,HDFC Bank,Android,4G,Gurugram,FAILED,Incorrect UPI PIN,No,5198
UPI2025003432,2025-01-15,14:23:17,Paytm,P2M,Entertainment,267.64,Punjab National Bank,ICICI Bank,Android,4G,Bhopal,SUCCESS,N/A,N/A,1555
UPI2025003433,2025-02-18,16:00:27,PhonePe,P2M,Recharge/Bill Payment,37185.32,Bank of Baroda,Kotak Mahindra Bank,Android,WiFi,Patiala,SUCCESS,N/A,N/A,2419
